n_sp,uni_range_summary,Class,mn_tmp,lwr_tmp,upr_tmp,mn_tmax,lwr_tmax,upr_tmax,mn_tmin,lwr_tmin,upr_tmin,mn_p,lwr_p,upr_p
651,Manouria emys,Reptilia,24.74344873,23.78179085,25.7051066,26.96507309,25.54715437,28.38299181,17.53295945,16.05044306,19.01547584,93.01573055,61.77442349,124.2570376
659,Mastigodryas boddaerti,Reptilia,24.13400929,23.12698479,25.14103379,28.66395222,27.68433156,29.64357288,19.02474304,17.93125558,20.1182305,105.0880817,83.63003456,126.5461289
661,Matobosaurus validus,Reptilia,22.88625367,22.44668587,23.32582146,32.17117806,31.76755128,32.57480483,20.62027878,20.22702338,21.01353417,128.2598921,116.4705078,140.0492763
664,Mauremys annamensis,Reptilia,25.020815,24.61354226,25.42808774,22.30014833,21.49733035,23.10296631,16.059375,15.22544164,16.89330836,34.690475,27.96115191,41.41979809
665,Mauremys japonica,Reptilia,16.00248641,15.63662119,16.36835163,9.591499964,9.052609581,10.13039035,1.608711116,1.054471669,2.162950563,95.00249818,82.12069031,107.8843061
666,Mauremys mutica,Reptilia,21.75377145,21.01566312,22.49187978,18.04386095,17.12786297,18.95985894,12.252034,11.24340395,13.26066405,89.12051152,76.30155814,101.9394649
667,Mauremys reevesii,Reptilia,16.79452001,15.73889704,17.85014299,10.437741,8.858992161,12.01648983,2.19984609,0.3634877,4.036204479,48.29971234,36.28583199,60.31359269
668,Mauremys sinensis,Reptilia,23.17038497,22.62987357,23.71089637,20.01672016,19.18838081,20.84505952,13.2235906,12.43651103,14.01067016,55.04040606,41.44901847,68.63179365
676,Mesoclemmys gibba,Reptilia,26.34903045,25.86817411,26.82988679,31.54929597,30.95431586,32.14427608,21.85319716,21.31719083,22.3892035,160.6769836,137.9217764,183.4321907
680,Micrurus surinamensis,Reptilia,26.60748471,26.15799731,27.0569721,31.40071186,30.92799255,31.87343117,22.00570824,21.53486118,22.47655529,236.6001078,208.7572674,264.4429483
681,Mimophis mahfalensis,Reptilia,24.6798887,24.08817086,25.27160654,33.40959529,32.71613348,34.1030571,22.29071851,21.69346767,22.88796935,168.9169123,146.8821709,190.9516536
684,Mniarogekko chahoua,Reptilia,23.11909444,23.09826647,23.13992242,29.44268667,29.36400888,29.52136446,22.67643667,22.62057504,22.73229829,282.6203556,260.297032,304.9436791
685,Mochlus fernandi,Reptilia,23.44872712,22.7775857,24.11986855,28.09975534,27.39139799,28.8081127,19.11470164,18.39204588,19.8373574,77.39285753,62.98740812,91.79830695
687,Morelia amethistina,Reptilia,24.85602357,24.2827165,25.42933064,30.54699071,29.99324241,31.10073902,22.02095029,21.32677176,22.71512882,281.2176429,255.2650978,307.1701879
688,Morelia viridis,Reptilia,23.98184936,23.17484762,24.7888511,29.80656909,29.00943209,30.60370609,20.47042023,19.44049326,21.5003472,309.6366636,287.8887128,331.3846145
696,Myuchelys latisternum,Reptilia,21.91740459,21.51677402,22.31803516,30.7368672,30.43165154,31.04208285,21.52197589,21.1778851,21.86606669,234.4799739,209.7225689,259.2373789
698,Naja kaouthia,Reptilia,27.45681838,26.7666215,28.14701527,30.21554283,29.23719304,31.19389261,18.98100444,17.86709687,20.09491202,18.6798221,9.928550583,27.43109361
699,Natrix tessellata,Reptilia,11.96192245,11.24693097,12.67691393,4.796493114,3.663723752,5.929262476,-1.526888525,-2.584983265,-0.468793786,53.48705344,44.71480345,62.25930343
700,Nebulifera robusta,Reptilia,19.23404862,18.9545605,19.51353674,31.74967589,31.23097346,32.26837833,19.21273549,18.92083022,19.50464076,112.2312313,105.8564106,118.606052
707,Nephrurus amyae,Reptilia,23.20486781,22.84773407,23.56200154,37.784375,37.51201858,38.05673142,23.04169408,22.79117462,23.29221353,61.84950658,57.12776424,66.57124892
708,Nephrurus wheeleri,Reptilia,25.0608468,24.57532423,25.54636937,40.42135714,40.18033029,40.662384,25.46003571,25.18731038,25.73276105,50.03035714,43.04627227,57.01444201
718,Oedura coggeri,Reptilia,24.09079003,23.70767986,24.47390021,33.06794639,32.65264314,33.48324965,22.27361105,21.96644129,22.58078082,256.6013469,244.4698,268.7328939
719,Oedura monilis,Reptilia,21.2092412,20.58271873,21.83576367,33.71242524,33.26784855,34.15700193,21.14998656,20.57311035,21.72686277,114.4876104,101.0184509,127.9567699
721,Oligodon purpurascens,Reptilia,26.01408514,25.46175068,26.5664196,28.64044057,28.00260234,29.2782788,20.85597629,19.96201504,21.74993753,245.3269037,205.0275169,285.6262905
725,Oplurus cuvieri,Reptilia,26.61936047,26.16441337,27.07430756,32.72845322,32.34301936,33.11388708,23.29027482,22.86864959,23.71190005,363.9696512,347.2074776,380.7318248
726,Oplurus sebae,Reptilia,26.94694429,26.37151834,27.52237023,32.92341286,32.45511507,33.39171065,22.71145857,22.22298907,23.19992807,401.8586286,394.3763918,409.3408653
727,Oplurus cyclurus,Reptilia,25.4396251,25.08243901,25.79681118,34.48148102,34.02593026,34.93703177,22.91002471,22.52828702,23.2917624,157.4306841,139.5476872,175.313681
728,Oplurus fierinensis,Reptilia,25.72684774,25.36945658,26.08423891,35.15558645,34.68615985,35.62501305,23.38870903,23.06836117,23.7090569,140.630271,131.0363627,150.2241792
729,Oplurus grandidieri,Reptilia,21.50540629,21.19382528,21.8169873,29.63679435,29.26696973,30.00661898,19.09909274,18.83580753,19.36237796,278.375,273.6656677,283.0843323
730,Oreocryptophis porphyraceus,Reptilia,20.26136781,19.53530222,20.98743341,17.18827286,16.4184706,17.95807512,10.74994607,10.03804082,11.46185131,75.63841786,63.23377752,88.04305821
735,Ouroborus cataphractus,Reptilia,18.32943114,17.92746896,18.73139332,31.07322629,30.71395703,31.43249554,15.07059514,14.8519884,15.28920189,6.570119057,5.512589687,7.627648427
738,Oxybelis aeneus,Reptilia,25.56729362,24.87186203,26.26272521,29.38134839,28.60988611,30.15281068,18.17297649,16.82512467,19.5208283,67.23418399,48.84670579,85.62166219
739,Oxyrhopus petolarius,Reptilia,24.31876662,23.57001555,25.06751769,29.33098872,28.5773989,30.08457855,19.5659194,18.81999575,20.31184306,150.2331812,123.1574687,177.3088936
741,Pachydactylus oreophilus,Reptilia,24.1363654,23.76566056,24.50707024,30.865,30.50323009,31.22676991,21.015,20.65036338,21.37963662,30.33,27.2936247,33.3663753
742,Pachydactylus tigrinus,Reptilia,22.76195175,22.4181415,23.10576199,32.53948413,32.07100776,33.00796049,20.45863095,20.11173424,20.80552767,114.0376984,106.5307866,121.5446102
744,Paleosuchus palpebrosus,Reptilia,26.63476022,26.25213838,27.01738206,30.05853166,29.69271512,30.4243482,21.79397,21.37492351,22.21301649,221.5654667,209.6358118,233.4951216
745,Paleosuchus trigonatus,Reptilia,26.74812242,26.44952482,27.04672002,31.63823399,31.18936901,32.08709896,22.0776468,21.78712624,22.36816735,205.9317171,180.8377449,231.0256893
746,Pangshura smithii,Reptilia,25.64088333,25.41518345,25.86658322,22.77916667,22.48933219,23.06900115,9.633796296,9.314008584,9.953584008,29.62962963,26.32722048,32.93203878
759,Paroedura bastardi,Reptilia,24.99599209,24.5429083,25.44907588,33.81361,33.29449454,34.33272546,22.66064812,22.17995141,23.14134483,143.9084553,126.7388422,161.0780684
760,Paroedura picta,Reptilia,25.78180932,25.55102754,26.0125911,34.93068427,34.62745112,35.23391743,23.19106398,22.89632409,23.48580387,160.2050068,146.0356591,174.3743545
761,Paroedura stumpffi,Reptilia,26.93171786,26.85865699,27.00477873,32.11157786,31.90063091,32.3225248,23.71586357,23.61865381,23.81307333,417.00515,400.0502181,433.9600819
762,Paroedura vazimba,Reptilia,26.948188,26.79170099,27.10467501,33.00005533,32.8454283,33.15468237,23.16755533,23.08301351,23.25209716,420.7536133,418.2454279,423.2617988
765,Pelodiscus sinensis,Reptilia,20.30743376,19.21955806,21.39530947,16.47601929,14.65440824,18.29763033,8.974744227,6.979121188,10.97036727,71.32149451,54.21066243,88.43232658
766,Pelomedusa subrufa,Reptilia,24.04350118,23.24611483,24.84088753,32.3989421,31.64583518,33.15204903,19.78386062,19.04363347,20.52408777,83.4295304,63.47564168,103.3834191
768,Pelusios castaneus,Reptilia,26.9252317,26.53375194,27.31671146,32.12132113,31.48778461,32.75485766,21.6914,21.14553598,22.23726402,80.26633248,59.14094622,101.3917187
769,Pelusios nanus,Reptilia,21.75596692,21.37290469,22.13902915,27.66538462,27.28951072,28.04125851,17.60673077,17.18854507,18.02491647,241.4711538,229.8850947,253.057213
770,Pelusios sinuatus,Reptilia,23.11568609,22.72288818,23.50848401,32.16106899,31.72514645,32.59699154,20.67088334,20.23582297,21.10594371,117.5556034,106.7188317,128.3923751
772,Petrosaurus thalassinus,Reptilia,22.32588686,21.95999107,22.69178264,23.36008849,23.02839908,23.6917779,9.699553306,9.418498882,9.98060773,18.94227947,17.84344758,20.04111136
773,Phelsuma grandis,Reptilia,23.77681835,23.28175662,24.27188008,29.32828057,28.89675484,29.7598063,22.5417967,22.1014875,22.98210589,309.8392733,296.6274921,323.0510545
774,Phelsuma klemmeri,Reptilia,27.1651,27.1651,27.1651,32.21875,32.21875,32.21875,24.0125,24.0125,24.0125,463.5,463.5,463.5
775,Phelsuma kochi,Reptilia,27.28527415,27.07302737,27.49752093,33.29869564,33.08941587,33.50797541,23.67438106,23.45485062,23.8939115,382.3760011,366.0018538,398.7501483
776,Phelsuma madagascariensis,Reptilia,25.46796613,24.66874186,26.26719039,30.80189524,29.5314634,32.07232709,22.20146323,21.04289721,23.36002925,351.4408359,330.2101809,372.6714909
777,Phelsuma laticauda,Reptilia,23.03862738,22.5823134,23.49494136,25.53594313,25.14209184,25.92979441,17.06940536,16.52281084,17.61599988,167.7964794,154.280655,181.3123038
778,Phelsuma lineata,Reptilia,21.82226223,21.17234274,22.47218172,29.38367354,28.77598138,29.9913657,19.66674318,19.00133864,20.33214772,287.2534948,266.7204091,307.7865805
779,Phelsuma quadriocellata,Reptilia,21.16983124,20.57091787,21.76874461,28.53083677,27.79638398,29.26528956,19.3340539,18.66728629,20.00082151,293.2559396,275.4363386,311.0755406
780,Phelsuma standingi,Reptilia,25.04114784,24.73424814,25.34804755,34.06213686,33.64080498,34.48346874,22.14698647,21.73376715,22.56020579,166.9367029,154.8454796,179.0279263
782,Philodryas baroni,Reptilia,21.76705787,21.10549909,22.42861666,34.09513889,33.3881957,34.80208208,21.07559524,20.4307571,21.72043338,119.7083333,110.1340524,129.2826143
783,Philothamnus irregularis,Reptilia,25.85574714,25.11517556,26.59631872,32.03089538,31.22848541,32.83330535,19.706507,18.95359801,20.45941599,46.49783261,27.39456653,65.60109868
784,Philothamnus semivariegatus,Reptilia,23.24848986,22.5046686,23.99231112,31.01130246,30.34336813,31.67923679,20.61449152,20.08636982,21.14261322,111.1135868,94.57966527,127.6475083
785,Phimophis guianensis,Reptilia,27.91351636,27.44150091,28.38553181,32.30223312,31.78502635,32.81943989,22.14906416,21.66069607,22.63743226,25.26727839,17.23160751,33.30294928
792,Phrynocephalus mystaceus,Reptilia,15.75751463,14.81410336,16.70092591,6.046093745,4.622457086,7.469730403,-2.773171543,-3.986960661,-1.559382424,24.17885638,22.10911387,26.24859889
795,Phrynops geoffroanus,Reptilia,25.05750538,24.46445539,25.65055537,30.85724883,30.31825981,31.39623785,21.17001641,20.65925496,21.68077786,195.1727543,173.4475022,216.8980065
796,Phrynops hilarii,Reptilia,18.80307006,18.53709166,19.06904846,30.92048852,30.52558161,31.31539543,19.46185922,19.13852318,19.78519526,111.2711143,105.039112,117.5031167
797,Phrynops tuberosus,Reptilia,26.86527667,26.68536524,27.0451881,32.440625,32.08958786,32.79166214,22.14791667,21.88726371,22.40856962,113.4479167,90.72906077,136.1667726
798,Phrynosoma asio,Reptilia,27.03152401,26.53732013,27.52572789,31.95705204,31.46463601,32.44946806,17.1045391,16.34874778,17.86033042,9.932679231,7.719124226,12.14623424
799,Phrynosoma orbiculare,Reptilia,15.59885146,15.11308782,16.0846151,20.7650625,20.23097555,21.29914945,3.04695,2.542961813,3.550938187,18.316875,16.11699551,20.51675449
807,Phyllurus amnicola,Reptilia,24.53730667,24.52466934,24.54994399,32.59785889,32.45724157,32.73847621,24.49317333,24.44294436,24.54340231,220.7151,217.2483387,224.1818613
808,Phyllurus platurus,Reptilia,17.37743064,17.06217537,17.69268591,26.86986926,26.56931921,27.17041931,17.7997424,17.44510459,18.15438021,129.9813951,125.7577044,134.2050859
809,Physignathus cocincinus,Reptilia,23.39475243,23.05966366,23.7298412,20.72327464,19.8150429,21.63150637,13.4131697,12.85042513,13.97591426,20.61799601,18.33103488,22.90495715
822,Platemys platycephala,Reptilia,26.71011641,26.47753189,26.94270092,31.35207493,30.98973418,31.71441568,22.11661845,21.87301473,22.36022218,236.0310613,212.859241,259.2028817
823,Platyceps florulentus,Reptilia,23.76868263,23.14089106,24.3964742,22.92401316,21.95939227,23.88863404,9.235526316,8.552631481,9.918421151,3.825657895,2.902854992,4.748460798
827,Platysaurus guttatus,Reptilia,20.148764,19.83931449,20.45821351,30.7434375,30.40200708,31.08486792,18.1375,17.81751519,18.45748481,109.09375,103.4903689,114.6971311
828,Platysaurus imperator,Reptilia,21.927305,21.7845657,22.0700443,29.59419643,29.35567851,29.83271434,18.79241071,18.69941869,18.88540274,204.6696429,203.09175,206.2475357
829,Plestiodon elegans,Reptilia,20.94236812,20.23078155,21.65395468,17.17495152,16.2351425,18.11476054,10.97557106,9.999772957,11.95136917,87.26488688,70.30927704,104.2204967
832,Plestiodon obsoletus,Reptilia,21.95833389,21.40000451,22.51666327,21.46145833,21.03806271,21.88485396,5.671527778,5.067259799,6.275795757,21.44791667,18.34829476,24.54753857
834,Plica plica,Reptilia,27.06289895,26.67736319,27.44843471,31.62106261,31.0858525,32.15627272,22.27166837,21.83682751,22.70650924,185.3390957,159.016824,211.6613673
836,Plica umbra,Reptilia,27.11345245,26.80136602,27.42553887,31.44372186,31.10172111,31.78572261,22.50902929,22.17437617,22.8436824,246.1531811,227.6536572,264.6527051
838,Pliocercus euryzonus,Reptilia,23.56751737,22.65627104,24.4787637,27.73968934,26.81612051,28.66325818,18.85540518,17.93506142,19.77574895,190.0526857,160.7333167,219.3720547
840,Pliocercus dimidiatus,Reptilia,23.55358857,22.93702903,24.17014811,27.22434571,26.71649351,27.73219792,17.92642857,17.35665365,18.49620349,222.9375,216.1935873,229.6814127
841,Podarcis siculus,Reptilia,16.27586356,15.86961634,16.68211078,12.13959932,11.53047783,12.74872081,5.039719139,4.396843251,5.682595027,69.88503116,64.49069871,75.2793636
845,Pogona henrylawsoni,Reptilia,26.12232013,25.93611877,26.30852148,39.29153481,39.10558288,39.47748674,25.42460443,25.32720525,25.52200362,73.69462025,63.25403425,84.13520625
846,Pogona vitticeps,Reptilia,20.07051501,19.4972354,20.64379462,34.96485735,34.17147906,35.75823565,19.85269719,19.02452411,20.68087027,36.74934874,30.19863386,43.30006361
854,Polychrus gutturosus,Reptilia,25.55548884,25.02694565,26.08403202,29.88020377,29.30653878,30.45386876,20.70005589,20.1399984,21.26011338,156.71045,125.8035617,187.6173383
855,Polychrus marmoratus,Reptilia,25.7619852,25.13418478,26.38978562,30.7162097,30.08498031,31.34743908,21.14541405,20.45943585,21.83139226,114.8020611,91.27483569,138.3292865
873,Psammophis elegans,Reptilia,28.08134461,27.82355137,28.33913785,34.02697804,33.6552359,34.39872019,21.23916209,20.59663452,21.88168965,6.299366087,0.689494151,11.90923802
874,Psammophis schokari,Reptilia,23.34257485,22.37030693,24.31484276,21.0142197,19.66113658,22.36730281,9.709230118,8.406364726,11.01209551,35.54348652,23.85051105,47.236462
875,Psammophis sibilans,Reptilia,24.11347102,23.35895152,24.86799052,27.92438991,26.48068547,29.36809435,15.60914528,14.19567438,17.02261617,62.96213515,42.201787,83.7224833
879,Pseudelaphe flavirufa,Reptilia,25.7702292,25.20581873,26.33463967,28.160515,27.63591867,28.68511133,16.8741082,16.02463655,17.72357985,78.353386,63.15707599,93.54969601
884,Pseudoboa coronata,Reptilia,26.58571752,26.05902624,27.11240881,31.30210396,30.7803954,31.82381252,22.12388614,21.59965811,22.64811417,234.647896,211.354669,257.9411231
885,Pseudoeryx plicatilis,Reptilia,26.7686251,25.89461156,27.64263863,31.84563951,31.24417427,32.44710476,22.81199561,22.09344835,23.53054287,221.5212024,199.328378,243.7140269
886,Pseudopus apodus,Reptilia,15.88615255,15.33060404,16.44170107,10.45064765,9.611924757,11.28937054,3.471117317,2.654750128,4.287484505,85.61152994,75.20371876,96.01934112
887,Pseudotrapelus sinaitus,Reptilia,22.88584664,22.02857279,23.74312049,20.04352721,18.85916221,21.22789221,8.5980255,7.495058535,9.700992465,19.55758929,15.83582466,23.27935391
889,Pseustes sulphureus,Reptilia,25.5354103,24.96303486,26.10778575,30.84467682,30.30944998,31.37990366,21.53271894,21.06461625,22.00082163,209.8199255,182.7254598,236.9143911
912,Ptyas korros,Reptilia,24.43101884,23.76139945,25.10063824,23.8911403,22.47102363,25.31125698,16.1763601,14.99719746,17.35552275,91.90775757,59.65677388,124.1587412
913,Ptyas mucosa,Reptilia,25.16433046,24.53182323,25.7968377,25.38220303,24.04799272,26.71641334,16.05513264,15.01497752,17.09528777,35.42385267,21.66515968,49.18254566
914,Ptyodactylus hasselquistii,Reptilia,24.40730179,23.49679768,25.31780589,22.20959313,20.77691484,23.64227142,10.48542966,9.394199277,11.57666003,30.97464624,17.59575988,44.35353261
915,Ptyodactylus ragazzii,Reptilia,27.71541537,26.90751666,28.52331408,28.8948113,27.54002277,30.24959982,15.81218065,14.37214512,17.25221618,7.904707269,4.316282472,11.49313206
923,Python anchietae,Reptilia,22.76455235,22.37222106,23.15688365,31.58860294,31.2775899,31.89961598,19.0375,18.58434382,19.49065618,55.50367647,48.12536148,62.88199146
924,Python bivittatus,Reptilia,23.98061153,23.5552569,24.40596616,21.42991688,20.39094387,22.46888989,13.41959529,12.62799211,14.21119846,32.96682605,18.46913394,47.46451816
925,Python molurus,Reptilia,21.78599545,21.76851125,21.80347966,17.40117636,17.369196,17.43315673,10.79171636,10.76267009,10.82076264,27.50486636,27.18938512,27.8203476
926,Python breitensteini,Reptilia,26.94815786,26.60838092,27.28793479,30.10982143,29.67575623,30.54388662,22.63348214,22.30327493,22.96368935,268.53125,238.9651286,298.0973714
927,Python brongersmai,Reptilia,27.12136929,26.80405623,27.43868234,30.92344643,30.48587792,31.36101494,21.69930857,21.1556997,22.24291744,87.58717571,68.03081904,107.1435324
928,Python regius,Reptilia,27.67588589,27.04792982,28.30384196,33.46070735,32.42999049,34.49142422,21.40322785,20.48732351,22.31913219,7.642272355,3.353855521,11.93068919
929,Python sebae,Reptilia,27.78814552,27.33666001,28.23963104,33.7056038,33.18520732,34.22600028,21.00640485,20.30856114,21.70424856,12.82198103,5.631978763,20.01198329
951,Rhacodactylus auriculatus,Reptilia,22.28733703,22.032893,22.54178107,29.04253033,28.82249302,29.26256764,21.80942791,21.56480033,22.05405549,250.2495253,239.4398992,261.0591513
952,Rhacodactylus leachianus,Reptilia,22.97929864,22.82510096,23.13349633,29.37536051,29.2457357,29.50498531,22.56563932,22.40430857,22.72697008,232.2647983,216.1158794,248.4137172
955,Rhamphiophis oxyrhynchus,Reptilia,27.097364,26.5948967,27.5998313,33.32144332,32.75524986,33.88763677,21.64154376,21.00790145,22.27518606,51.91549395,29.6447523,74.1862356
956,Rhinella margaritifera,Reptilia,25.88651674,25.25273181,26.52030167,31.11963044,30.45058009,31.78868079,21.27754062,20.60443106,21.95065018,210.0580356,190.8290439,229.2870273
957,Rhinella marina,Reptilia,24.18266656,23.46673633,24.89859679,29.66618496,29.02440982,30.3079601,20.79886437,20.15279121,21.44493754,181.0748569,154.5539776,207.5957363
959,Rhinoclemmys areolata,Reptilia,26.99547198,26.84591671,27.14502726,29.29967259,29.08073365,29.51861154,18.33673617,17.95720206,18.71627028,66.52073538,58.62142144,74.42004933
960,Rhinoclemmys funerea,Reptilia,26.3898372,25.87436826,26.90530613,29.82057698,29.32476635,30.31638762,21.46614992,20.89147394,22.0408259,236.8971589,222.0715034,251.7228144
961,Rhinoclemmys pulcherrima,Reptilia,26.0627927,25.42231159,26.70327382,30.38172809,29.5518691,31.21158709,17.28375057,16.21231001,18.35519113,18.39278449,12.1499561,24.63561289
962,Rhinoclemmys punctularia,Reptilia,27.27913637,27.10728626,27.45098649,30.34783044,30.1154756,30.58018528,22.71541396,22.50920158,22.92162633,201.5779692,179.3043295,223.8516089
963,Rieppeleon brevicaudatus,Reptilia,23.31974558,22.9040934,23.73539776,28.9668314,28.51566333,29.41799946,20.60594953,20.15222232,21.05967675,138.3281977,121.4828676,155.1735277
967,Sacalia quadriocellata,Reptilia,24.45221375,24.26141719,24.64301031,22.33515625,21.75467774,22.91563476,15.2203125,14.61470678,15.82591822,27.296875,23.64566695,30.94808305
969,Saltuarius salebrosus,Reptilia,21.22741225,21.04085785,21.41396666,32.63927696,32.27917333,32.99938059,20.97328431,20.78283678,21.16373185,86.95955882,83.15618378,90.76293387
971,Salvator merianae,Reptilia,20.01923083,19.42503676,20.6134249,30.08310952,29.60651603,30.55970301,19.43118274,19.02793964,19.83442584,156.4419606,139.1929677,173.6909534
972,Salvator rufescens,Reptilia,20.00729584,19.27096813,20.74362355,33.46127531,32.97126114,33.95128948,19.5570954,18.96577479,20.14841601,109.6808628,99.13471685,120.2270088
975,Scaphiophis albopunctatus,Reptilia,25.433032,24.95224203,25.91382197,31.46724788,30.74721885,32.18727691,19.987416,19.45758645,20.51724555,97.16302518,77.40726594,116.9187844
980,Sceloporus malachiticus,Reptilia,18.57343214,17.43630366,19.71056062,22.80230532,21.59672413,24.00788651,12.37908646,11.31214336,13.44602956,63.44991923,51.89339742,75.00644104
983,Sceloporus variabilis,Reptilia,23.88265279,23.15318747,24.61211812,26.01687692,25.2074595,26.82629435,13.91609062,12.72963603,15.1025452,26.90813252,21.3554,32.46086503
985,Scincopus fasciatus,Reptilia,28.05368605,27.30337403,28.80399808,28.42351974,26.84062747,30.00641201,13.89095395,12.7252366,15.05667129,2.699835526,1.664013631,3.735657421
986,Scincus scincus,Reptilia,23.60424027,23.10346261,24.10501793,20.86902593,20.36534535,21.37270652,8.560129473,8.006950244,9.113308703,13.46949769,8.787748967,18.15124641
991,Scolecophis atrocinctus,Reptilia,24.74443947,24.00745921,25.48141973,28.81106614,28.05376261,29.56836967,18.32881246,17.4330918,19.22453311,37.03028002,22.42553944,51.63502059
1000,Siebenrockiella crassicollis,Reptilia,28.06187827,27.83680454,28.286952,31.48412519,31.20424854,31.76400184,22.78618038,22.49055968,23.08180109,123.5513623,90.83409481,156.2686298
1001,Simalia amethistina,Reptilia,26.59187344,26.03331396,27.15043292,31.77338869,31.24362399,32.30315339,23.63966721,22.99270622,24.2866282,282.8425541,267.1709192,298.514189
1005,Tripanurgos compressus,Reptilia,26.44016344,26.13594382,26.74438305,30.73655281,30.4182803,31.05482533,21.74973438,21.44495307,22.05451568,185.3322509,163.0612591,207.6032428
1007,Spalerosophis diadema,Reptilia,23.23359817,22.34509215,24.12210418,20.03336934,18.63343995,21.43329873,8.483883805,7.21298241,9.754785199,27.45648215,20.50270562,34.41025868
1015,Sphaerodactylus argus,Reptilia,26.35776089,25.85615761,26.85936416,28.58368248,28.08088365,29.08648132,20.7532495,19.99719403,21.50930498,65.81050551,57.15839534,74.46261567
1018,Spilotes sulphureus,Reptilia,25.08219313,24.55967228,25.60471397,29.96452588,29.47669804,30.45235371,20.68449925,20.1287867,21.2402118,167.2378071,147.5173641,186.9582502
1023,Staurotypus salvinii,Reptilia,28.78014237,28.44396266,29.11632208,33.96177013,33.52750229,34.39603797,20.12508273,19.76064229,20.48952317,6.501473934,-0.385379654,13.38832752
1024,Staurotypus triporcatus,Reptilia,26.41007599,26.13524651,26.68490547,28.03217335,27.63187825,28.43246844,17.65002066,17.2928933,18.00714802,72.2215785,59.96177294,84.48138406
1025,Stellagama stellio,Reptilia,19.10812833,18.68234498,19.53391167,14.06957576,13.17557881,14.96357271,5.827227827,4.907029677,6.747425977,114.6999101,104.435469,124.9643512
1026,Stenocercus fimbriatus,Reptilia,27.48464914,27.34254476,27.62675353,32.16303571,32.07121648,32.25485495,22.57178571,22.424743,22.71882843,312.8857143,305.4240226,320.347406
1027,Stenodactylus petrii,Reptilia,24.09455336,23.3230603,24.86604642,22.9281997,21.50348108,24.35291833,10.41306766,9.365637265,11.46049806,16.83095497,10.44006739,23.22184256
1028,Stenodactylus sthenodactylus,Reptilia,21.89515837,21.36058562,22.42973113,20.15989701,19.30275085,21.01704317,9.000783799,8.185436838,9.81613076,27.26164592,18.93193264,35.5913592
1030,Stigmochelys pardalis,Reptilia,19.62581794,18.8635954,20.38804048,30.04561582,29.24408652,30.84714512,17.42514392,16.76483433,18.08545351,68.3807621,57.11089412,79.65063008
1039,Strophurus ciliaris,Reptilia,26.36332654,26.00402085,26.72263223,39.80968344,39.42480156,40.19456532,24.96655488,24.74478407,25.18832569,96.16038788,86.41991502,105.9008607
1040,Strophurus williamsi,Reptilia,19.7004645,19.2347625,20.1661665,33.91082362,33.42081395,34.40083329,19.56645774,19.06144966,20.07146582,85.2290814,74.18632665,96.27183615
1043,Takydromus dorsalis,Reptilia,24.404,24.38887608,24.41912392,20.704,20.69211813,20.71588187,16.794,16.74816994,16.83983006,133.54,132.2895748,134.7904252
1044,Takydromus sexlineatus,Reptilia,24.88236996,24.23254134,25.53219858,25.86308181,24.63950237,27.08666125,18.06041166,16.79984065,19.32098268,164.7744468,120.0977399,209.4511536
1045,Takydromus smaragdinus,Reptilia,23.042743,22.85379581,23.23169019,18.82575326,18.56255982,19.08894671,14.15757689,13.86522751,14.44992628,106.9384957,104.5354684,109.341523
1052,Tarentola annularis,Reptilia,26.52645039,25.86971032,27.18319047,26.76422818,25.7982181,27.73023826,14.93034227,13.95110883,15.90957571,9.410160094,3.762367446,15.05795274
1053,Tarentola chazaliae,Reptilia,21.71026429,21.55745216,21.86307641,23.26103381,23.08736677,23.43470085,12.82693776,12.35899902,13.29487651,9.864516429,7.749222993,11.97980986
1055,Tarentola mauritanica,Reptilia,16.74047998,16.26313712,17.21782284,14.91931968,13.49423226,16.34440709,6.231122646,5.020256472,7.441988819,70.12038688,62.65999062,77.58078315
1059,Telescopus dhara,Reptilia,25.05104528,24.37225682,25.72983373,25.52739196,23.91079332,27.1439906,13.57110429,12.18668585,14.95552274,20.24734966,14.13286918,26.36183014
1060,Telescopus variegatus,Reptilia,28.32580621,28.16151651,28.49009591,34.32079961,34.02977125,34.61182797,21.26318767,20.60591699,21.92045835,4.138956311,3.05297583,5.224936791
1063,Teratoscincus roborowskii,Reptilia,15.94749257,15.66417108,16.23081405,-1.238478261,-1.296709817,-1.180246705,-11.21097826,-11.51808397,-10.90387256,1.200543478,1.171847345,1.229239612
1064,Teratoscincus scincus,Reptilia,17.61570471,16.6191537,18.61225572,8.286609226,6.914308766,9.658909685,-2.028244129,-3.183421619,-0.873066639,22.11885997,20.73225494,23.50546499
1067,Testudo graeca,Reptilia,16.76016249,15.98176579,17.53855919,11.53496233,10.34218632,12.72773833,3.542368263,2.565966081,4.518770444,93.03289031,78.48485657,107.580924
1068,Testudo hermanni,Reptilia,14.99034379,14.32446368,15.65622391,10.21186745,9.351706851,11.07202805,2.764354021,2.010772249,3.517935792,71.045219,62.64348231,79.44695569
1069,Testudo horsfieldii,Reptilia,14.397229,13.11860597,15.67585203,5.568943806,3.747005333,7.390882279,-3.887984496,-5.541410522,-2.23455847,30.34060078,25.35268936,35.32851219
1070,Testudo kleinmanni,Reptilia,21.391715,21.16433115,21.61909885,18.9762931,18.73420061,19.2183856,8.216271552,8.014239606,8.418303497,36.0387931,32.72314466,39.35444154
