n_sp,uni_range_summary,Class,mn_tmp,lwr_tmp,upr_tmp,mn_tmax,lwr_tmax,upr_tmax,mn_tmin,lwr_tmin,upr_tmin,mn_p,lwr_p,upr_p
354,Dracaena guianensis,Reptilia,26.91172944,26.56717642,27.25628246,32.15228873,31.77536778,32.52920968,22.30994718,21.9618228,22.65807157,241.3265845,227.5884925,255.0646765
355,Draco lineatus,Reptilia,25.75314841,25.59330249,25.91299433,29.20440341,29.03619537,29.37261145,21.98275568,21.77007712,22.19543425,293.0706455,276.1050469,310.036244
356,Drymarchon corais,Reptilia,24.50499599,23.7786232,25.23136878,28.00324666,27.16424269,28.84225063,15.49539208,14.24871244,16.74207172,75.68430738,52.18577322,99.18284154
363,Echis pyramidum,Reptilia,28.90939407,28.23095563,29.58783251,29.87572721,28.959628,30.79182642,19.07959012,17.97486859,20.18431164,11.20219953,8.481042456,13.92335661
364,Echis carinatus,Reptilia,28.72471667,28.44856622,29.00086712,36.92772436,36.69821933,37.15722939,21.88285256,21.6152939,22.15041122,11.9375,10.3566604,13.5183396
366,Egernia stokesii,Reptilia,19.49625534,19.18574708,19.8067636,34.52447355,33.92441258,35.12453453,19.13651588,18.66410501,19.60892676,23.3326309,21.42487294,25.24038887
367,Elaphe anomala,Reptilia,12.16784537,11.56003621,12.77565452,3.036578519,2.246432703,3.826724336,-6.76637289,-7.942809716,-5.589936064,19.99465827,16.82687058,23.16244596
368,Elaphe schrenckii,Reptilia,5.058807995,3.907180899,6.210435092,-6.852340259,-8.748040013,-4.956640505,-18.1663587,-20.76896951,-15.5637479,23.34606642,17.96755542,28.72457741
369,Elaphe carinata,Reptilia,22.09464671,21.4518515,22.73744192,18.88150882,18.0653217,19.69769594,12.17873113,11.39890062,12.95856163,54.13870272,42.7625566,65.51484884
370,Elaphe climacophora,Reptilia,14.64342842,13.90088852,15.38596832,8.356252923,7.374499773,9.338006074,-0.246623529,-1.125421082,0.632174024,64.37956622,57.37216606,71.38696638
371,Elaphe dione,Reptilia,10.29743611,9.447406169,11.14746605,0.18731884,-1.065889488,1.440527168,-8.302837086,-9.553084054,-7.052590118,30.20911704,27.08447574,33.33375834
372,Elaphe mandarina,Reptilia,15.8313542,14.88821169,16.77449671,11.285,10.28226347,12.28773653,2.99375,1.927459864,4.060040136,25.65,21.68642294,29.61357706
373,Elaphe moellendorffi,Reptilia,23.775366,23.50049413,24.05023787,19.13875,18.670699,19.606801,12.87625,12.19003821,13.56246179,25.275,21.74282344,28.80717656
375,Orthriophis taeniurus,Reptilia,21.13819934,20.44063158,21.83576711,18.40988976,17.59840686,19.22137266,12.04383131,11.33146564,12.75619698,56.66160821,47.65289048,65.67032593
378,Elseya novaeguineae,Reptilia,27.080579,26.79220114,27.36895686,32.15920544,31.8896312,32.42877969,23.71463033,23.33910195,24.09015872,271.7777878,253.3068551,290.2487205
379,Elseya rhodini,Reptilia,27.088047,26.89137621,27.28471779,32.264375,32.1010671,32.4276829,23.896874,23.731695,24.062053,230.26874,226.8135816,233.7238984
381,Emoia caeruleocauda,Reptilia,27.2772382,27.02632215,27.52815425,30.31749192,30.02141601,30.61356782,23.51671178,23.18378337,23.84964019,266.3267705,251.7264438,280.9270972
382,Emoia nigra,Reptilia,27.03977531,26.75812058,27.32143004,30.67905687,30.45057757,30.90753618,24.49996148,24.20549588,24.79442708,391.3338911,376.2521235,406.4156586
384,Emydura australis,Reptilia,28.0680625,27.7173011,28.4188239,34.24375,33.79417538,34.69332462,25.0559375,24.76256075,25.34931425,325.80625,300.7628666,350.8496334
385,Emydura macquarii,Reptilia,18.92501878,18.19425392,19.65578364,29.30877134,28.708499,29.90904368,18.71742606,17.91388969,19.52096243,115.4408448,99.34508041,131.5366093
386,Emydura subglobosa,Reptilia,27.54940262,27.23391263,27.86489261,34.01979357,33.41869019,34.62089695,24.63697214,24.2303288,25.04361547,251.8000938,234.7618982,268.8382893
387,Emydura victoriae,Reptilia,27.7763661,27.572577,27.9801552,35.84340556,35.44647984,36.24033128,24.40117916,24.20270773,24.59965059,209.4258334,196.4464084,222.4052584
388,Emys orbicularis,Reptilia,12.42895136,11.70656686,13.15133586,5.044613071,3.765911508,6.323314634,-1.037282765,-2.060179557,-0.014385974,51.53537595,45.10926376,57.96148814
391,Epicrates cenchria,Reptilia,26.32895983,25.74955823,26.90836142,31.07167163,30.52817432,31.61516894,21.80799657,21.24784855,22.36814459,172.4307017,140.4910903,204.370313
392,Epicrates maurus,Reptilia,27.42056232,27.05832184,27.7828028,31.61099303,31.05531381,32.16667226,22.47586226,22.09274624,22.85897828,81.97763219,63.39563327,100.5596311
395,Eremias arguta,Reptilia,10.14106971,9.363711085,10.91842834,-0.782816024,-1.894379086,0.328747037,-6.940707417,-8.315372624,-5.56604221,30.03500962,27.28610001,32.78391924
396,Eremias przewalskii,Reptilia,8.591974612,7.912026848,9.271922375,-3.203055037,-4.633228147,-1.772881928,-15.35641325,-16.7375976,-13.97522889,1.685867537,1.233605433,2.138129642
398,Erpeton tentaculatum,Reptilia,28.63117727,28.45338026,28.80897428,30.94659091,30.51558911,31.37759271,20.42954545,19.67184488,21.18724603,7.875,6.701853288,9.048146712
399,Erymnochelys madagascariensis,Reptilia,25.1511075,24.1524676,26.1497474,31.26328125,30.55205425,31.97450825,20.67734375,19.77223578,21.58245172,282.71875,251.0361252,314.4013748
402,Eryx colubrinus,Reptilia,24.78353359,23.60185395,25.96521322,28.8178125,26.5463721,31.0892529,16.8946875,14.90360553,18.88576947,21.43958333,17.1650748,25.71409187
403,Eryx conicus,Reptilia,27.29712597,26.95805502,27.63619691,28.63110933,28.00043842,29.26178024,16.06061723,15.09227573,17.02895872,10.89314651,6.907157908,14.8791351
405,Eryx muelleri,Reptilia,29.39207391,29.16781801,29.61632981,34.18233696,33.8287978,34.53587611,18.09565217,17.67328295,18.5180214,0.372282609,0.063537895,0.681027323
413,Eublepharis fuscus,Reptilia,26.62192708,26.46742396,26.7764302,30.71796875,30.636786,30.7991515,15.1859375,14.94933266,15.42254234,0.927083333,0.850076801,1.004089866
414,Eublepharis macularius,Reptilia,20.67637063,19.14510929,22.20763196,16.88428821,14.91877554,18.84980088,4.601736083,3.223686848,5.979785319,37.60850583,29.02595332,46.19105835
415,Eugongylus albofasciolatus,Reptilia,26.86428072,26.38588889,27.34267255,30.77234829,30.3406271,31.20406948,23.80794738,23.28953958,24.32635518,293.0144951,273.5981216,312.4308685
416,Eulamprus quoyii,Reptilia,18.06228904,17.58413974,18.54043834,28.0188335,27.51281447,28.52485253,18.04219748,17.51140129,18.57299367,107.7091105,95.90454027,119.5136807
417,Eumeces algeriensis,Reptilia,19.74995404,19.39184672,20.10806135,18.85250423,18.15514986,19.5498586,7.761958962,7.109799869,8.414118054,38.79600308,33.79015793,43.80184823
418,Eumeces schneiderii,Reptilia,18.79756891,17.73937594,19.85576189,12.70877071,11.20623955,14.21130187,2.785129213,1.580408131,3.989850295,57.60870457,46.18381869,69.03359045
421,Eunectes murinus,Reptilia,26.85660129,26.21730107,27.49590152,31.88538279,31.01988715,32.75087843,22.24407118,21.44036581,23.04777654,206.9669619,178.4634355,235.4704883
422,Eunectes notaeus,Reptilia,24.16166296,23.69834676,24.62497915,34.27100202,33.99978286,34.54222119,22.79137146,22.5833438,22.99939911,161.7788462,148.9078179,174.6498744
427,Euprepiophis mandarinus,Reptilia,15.21291785,14.29921481,16.12662089,11.703125,10.58010714,12.82614286,5.063935811,3.627313116,6.500558506,81.05067568,72.6887125,89.41263885
432,Eurydactylodes agricolae,Reptilia,23.88577706,23.69632922,24.07522489,30.07297059,29.90543359,30.24050758,23.17853647,23.00739114,23.3496818,378.8201471,371.8596845,385.7806096
433,Eurydactylodes vieillardi,Reptilia,23.82171676,23.70563009,23.93780343,30.54062703,30.42154153,30.65971252,23.20452108,23.09102442,23.31801775,312.4927865,302.402231,322.583342
434,Eutropis macularia,Reptilia,26.55322496,26.01400805,27.09244187,28.83715496,28.01409448,29.66021544,17.62257376,16.70594706,18.53920046,17.38558897,8.349905809,26.42127214
435,Eutropis multifasciata,Reptilia,26.44970343,25.94324865,26.95615822,28.70678456,27.88101157,29.53255755,21.31291699,20.43802963,22.18780435,191.7844263,157.3077614,226.2610912
438,Furcifer antimena,Reptilia,25.76346368,25.68613332,25.84079405,34.87513789,34.75870454,34.99157125,23.50105158,23.39300069,23.60910246,131.1225684,129.4229085,132.8222284
440,Furcifer campani,Reptilia,18.370207,18.0525724,18.6878416,26.114375,25.78436094,26.44438906,16.340625,16.01826551,16.66298449,292.60625,290.5486518,294.6638482
442,Furcifer lateralis,Reptilia,20.05598947,19.33619178,20.77578717,27.64424947,26.42353117,28.86496777,17.34976842,16.38247161,18.31706523,265.1504632,248.0419081,282.2590182
444,Furcifer oustaleti,Reptilia,23.61247163,22.76149158,24.46345168,30.87085118,30.17352386,31.5681785,20.71463358,20.00815221,21.42111496,306.1506751,287.4218496,324.8795006
445,Furcifer pardalis,Reptilia,23.56347705,22.9715863,24.15536781,29.40840564,28.90277379,29.91403749,22.18853196,21.74424576,22.63281817,311.1917007,294.3450207,328.0383806
447,Furcifer petteri,Reptilia,25.25924375,24.98262411,25.53586339,30.59921875,30.28886112,30.90957638,22.19609375,21.88075049,22.51143701,302.7265625,295.958845,309.49428
448,Furcifer verrucosus,Reptilia,25.5551538,25.34201618,25.76829142,35.13559179,34.87846855,35.39271502,23.10172637,22.83813288,23.36531986,120.2051022,112.3487176,128.0614869
450,Furcifer viridis,Reptilia,26.61602667,26.22227406,27.00977928,32.74158778,32.33011363,33.15306193,23.48186444,23.05353471,23.91019418,329.4170667,313.3498219,345.4843114
451,Gehyra marginata,Reptilia,27.32264871,27.11232578,27.53297164,30.89094,30.58873709,31.19314291,23.91948968,23.63074677,24.20823259,246.4285032,227.3318606,265.5251458
452,Gehyra oceanica,Reptilia,26.5228942,26.16261499,26.88317342,30.5867232,30.34577352,30.82767288,24.25225911,23.9366221,24.56789612,306.440932,286.4924914,326.3893727
453,Gehyra vorax,Reptilia,25.66493133,25.39614923,25.93371344,30.67154733,30.47201955,30.87107512,23.886628,23.7179979,24.0552581,300.54092,287.300869,313.780971
454,Gekko cicakterbang,Reptilia,26.81477385,26.63978832,26.98975937,28.53705,28.22302568,28.85107432,22.69576923,22.40844195,22.98309652,181.9092923,163.206484,200.6121006
455,Gekko gecko,Reptilia,26.42008348,25.99196883,26.84819813,28.96651131,28.16661277,29.76640985,20.49240477,19.55958955,21.42521999,185.5942067,141.6826376,229.5057759
456,Gekko kuhli,Reptilia,25.63850579,25.07755078,26.1994608,28.75930737,28.09864909,29.41996565,21.31643921,20.84180555,21.79107287,231.6058395,197.979535,265.232144
458,Gekko smithii,Reptilia,26.74802745,26.2961354,27.1999195,29.80160189,29.36370194,30.23950183,22.39374292,21.88654027,22.90094558,189.6270832,172.1148757,207.1392908
459,Gekko vittatus,Reptilia,26.6401892,26.23783408,27.04254432,30.97651288,30.57153993,31.38148583,23.39190208,22.94635005,23.83745412,343.5151543,317.0968055,369.9335032
460,Geochelone elegans,Reptilia,27.52179394,27.14419176,27.89939611,29.17352591,28.76441546,29.58263635,19.59992913,18.63110961,20.56874865,62.1335915,46.57790136,77.68928163
461,Geoclemys hamiltonii,Reptilia,25.96101947,25.69719771,26.22484124,25.22434211,24.62993959,25.81874462,12.60263158,12.02268723,13.18257593,14.46381579,12.70035216,16.22727942
464,Gerrhosaurus flavigularis,Reptilia,20.46704328,19.69139179,21.24269478,29.40113892,28.78355714,30.01872069,18.33922311,17.65862292,19.01982329,120.4742686,106.7710737,134.1774634
469,Gonatodes albogularis,Reptilia,26.64240892,25.94883399,27.33598385,31.34646638,30.49425404,32.19867872,21.0604018,20.25797012,21.86283348,59.21244239,44.41102108,74.0138637
470,Goniurosaurus hainanensis,Reptilia,23.58156269,23.46103769,23.7020877,22.15360577,22.07472214,22.23248939,14.77259615,14.66847925,14.87671306,22.81490385,22.4629078,23.1668999
471,Goniurosaurus lichtenfelderi,Reptilia,24.05729,24.05729,24.05729,19.875,19.875,19.875,13.6875,13.6875,13.6875,9.6875,9.6875,9.6875
472,Goniurosaurus luii,Reptilia,23.06451286,22.87261599,23.25640973,19.32767857,18.8419628,19.81339434,12.16339286,11.68473507,12.64205065,18.83928571,18.07264833,19.6059231
473,Goniurosaurus kuroiwae,Reptilia,22.77586091,22.68647463,22.86524719,18.48506364,18.35373076,18.61639652,14.58766364,14.44815673,14.72717054,105.9502455,105.5124692,106.3880217
474,Gonocephalus grandis,Reptilia,26.38946461,25.95455569,26.82437353,29.76027383,29.30055062,30.21999704,21.7452211,21.26481779,22.22562442,215.521775,182.1868967,248.8566533
475,Gonyosoma jansenii,Reptilia,25.88590333,25.7358243,26.03598237,29.09307222,28.91367122,29.27247323,21.66000889,21.47744493,21.84257285,333.4756,318.5359779,348.4152221
476,Gonyosoma oxycephalum,Reptilia,26.38275064,25.91180423,26.85369705,28.96345202,28.29243396,29.63447008,21.32672484,20.54420424,22.10924544,204.2885471,161.757916,246.8191782
486,Hapsidophrys smaragdinus,Reptilia,25.98295648,25.61366123,26.35225173,30.92711958,30.52339378,31.33084537,21.18240873,20.70047373,21.66434373,64.46395915,49.53999186,79.38792645
487,Helicops angulatus,Reptilia,26.67773206,26.11751118,27.23795294,31.56523448,30.97616169,32.15430727,22.06093972,21.47452716,22.64735228,180.1047544,150.1635564,210.0459524
488,Heloderma horridum,Reptilia,25.47083303,25.06961139,25.87205466,29.14672668,28.62977728,29.66367608,13.15874657,12.4046197,13.91287344,22.62221059,20.43095677,24.81346442
489,Hemidactylus brookii,Reptilia,26.15037582,25.54908028,26.75167137,30.27632456,29.35471404,31.19793507,19.73170189,18.70516949,20.75823429,89.84862687,58.37907224,121.3181815
490,Hemidactylus flaviviridis,Reptilia,27.4882356,26.92223886,28.05423235,25.4017349,24.41647106,26.38699874,14.25666766,12.89216935,15.62116598,17.51226395,14.01969019,21.0048377
491,Hemidactylus frenatus,Reptilia,24.42835483,23.64835333,25.20835633,28.87477907,27.99073401,29.75882413,19.00129534,17.94235643,20.06023425,102.7099417,78.2799594,127.139924
492,Teratolepis fasciata,Reptilia,27.507965,27.46867538,27.54725462,27.12447917,27.06159731,27.18736102,12.58854167,12.55005205,12.62703128,4.161458333,3.960118528,4.362798138
493,Homonota fasciata,Reptilia,16.870524,15.94987471,17.79117329,29.81,28.72884586,30.89115414,16.11083333,15.25240312,16.96926355,127.85,121.9074818,133.7925182
494,Hemidactylus triedrus,Reptilia,27.14437492,26.49290817,27.79584166,29.08706288,28.5979115,29.57621427,18.32870356,17.50230646,19.15510066,16.35383356,9.985454082,22.72221304
495,Hemidactylus turcicus,Reptilia,19.29612026,18.56081549,20.03142503,17.69736195,16.36035896,19.03436493,6.281408143,5.205787179,7.357029107,56.49999588,43.61045244,69.38953932
496,Hemitheconyx caudicinctus,Reptilia,27.92579913,27.45961875,28.39197951,34.59660326,34.13105638,35.06215015,21.21086957,20.59073733,21.8310018,4.934782609,2.29921113,7.570354088
497,Heosemys grandis,Reptilia,27.45003607,27.06913364,27.83093849,30.48673852,30.06605232,30.90742473,20.71753213,19.87246076,21.56260351,55.12072885,37.21028427,73.03117343
500,Heterodon kennerlyi,Reptilia,19.33030154,18.84636569,19.81423739,19.84551282,19.11990867,20.57111697,2.060897436,1.376601224,2.745193648,14.86217949,12.89466464,16.82969433
506,Homopholis fasciata,Reptilia,25.60978357,25.04840556,26.17116159,31.77946429,30.83414014,32.72478843,19.06964286,18.5330207,19.60626502,24.85714286,16.15544457,33.55884115
507,Homopholis wahlbergii,Reptilia,21.12559113,20.61220882,21.63897345,30.37398915,29.81398582,30.93399248,19.22967929,18.70458898,19.7547696,141.7295156,132.9420286,150.5170026
511,Hydrodynastes gigas,Reptilia,24.48019053,23.81957571,25.14080536,33.58125,33.22511077,33.93738923,22.59676393,22.24599743,22.94753044,174.7235558,159.9899774,189.4571342
512,Hydrosaurus pustulatus,Reptilia,26.63232579,26.37134231,26.89330927,28.33347596,27.96871685,28.69823508,21.6680286,21.31930072,22.01675647,276.5453341,231.2176493,321.8730189
513,Hydrosaurus weberi,Reptilia,27.52493176,27.3413096,27.70855393,30.24193,30.12333682,30.36052318,23.95926118,23.77416773,24.14435463,403.0426882,342.4663457,463.6190308
524,Iguana delicatissima,Reptilia,26.98818107,26.85888107,27.11748106,28.68392352,28.5389048,28.82894225,22.26295811,22.08367747,22.44223876,100.2211392,91.21435638,109.227922
525,Iguana iguana,Reptilia,26.24941037,25.79764548,26.70117527,30.06699747,29.47663962,30.65735531,19.71169573,18.82570342,20.59768804,90.3015005,68.01586526,112.5871357
528,Indotestudo elongata,Reptilia,25.75949687,25.07460229,26.44439145,27.92009252,26.8487409,28.99144414,16.22014157,14.90312215,17.53716098,19.59330319,13.13199488,26.05461151
529,Indotyphlops braminus,Reptilia,23.31657425,22.41619429,24.2169542,25.90288705,24.82598639,26.97978771,14.71847564,13.21099736,16.22595391,64.85835678,41.7190934,87.99762017
530,Intellagama lesueurii,Reptilia,18.70697422,18.02706835,19.38688009,28.6606027,28.15537026,29.16583514,18.8114387,18.10174894,19.52112846,128.0923498,118.1999053,137.9847944
533,Kinixys erosa,Reptilia,25.68238025,25.34693945,26.01782106,30.96264182,30.47807588,31.44720776,20.52922811,19.9411851,21.11727112,64.69840174,51.75847242,77.63833106
534,Kinixys homeana,Reptilia,27.20685797,26.94761812,27.46609783,32.73740937,32.3361806,33.13863813,22.17745494,21.56965963,22.78525025,16.29510696,12.2967479,20.29346602
535,Kinixys belliana,Reptilia,23.1542699,22.67412213,23.63441767,30.81402804,30.4610026,31.16705348,21.50309971,21.06983953,21.93635988,154.6072389,140.1160758,169.098402
537,Kinosternon leucostomum,Reptilia,25.95168484,25.35280606,26.55056361,29.32783724,28.71329916,29.94237531,19.62256026,18.86655429,20.37856624,130.9460204,106.8613827,155.0306582
539,Kinosternon oaxacae,Reptilia,27.158956,26.80336899,27.51454301,31.70894367,31.39799002,32.01989731,18.92220733,18.25438832,19.59002634,5.620138933,4.981670956,6.258606911
540,Kinosternon scorpioides,Reptilia,26.93390976,26.4145676,27.45325192,30.51661922,29.76024212,31.27299631,20.59829505,19.62431887,21.57227123,55.25907219,41.68340656,68.83473781
541,Kinyongia boehmei,Reptilia,23.24560625,22.99549402,23.49571848,30.21640625,29.99592418,30.43688832,18.74765625,18.48442314,19.01088936,40.015625,38.90171987,41.12953013
542,Kinyongia fischeri,Reptilia,21.83127273,21.35120833,22.31133713,28.26420455,27.85283181,28.67557728,18.74034091,18.2191631,19.26151872,97.70454545,90.94155025,104.4675407
551,Lamprolepis smaragdina,Reptilia,27.08613521,26.85853469,27.31373574,29.77541242,29.36676677,30.18405808,23.25149686,22.84785667,23.65513705,278.3692805,249.9149436,306.8236175
557,Lampropeltis leonis,Reptilia,17.49004786,16.96103219,18.01906353,19.8125,19.38757715,20.23742285,4.821428571,4.333538499,5.309318644,22.76339286,21.68890406,23.83788166
558,Lampropeltis mexicana,Reptilia,18.48989859,17.90966695,19.07013023,21.70838235,21.29175287,22.12501184,4.835147059,4.344720319,5.325573799,17.78308824,16.39468501,19.17149146
559,Lampropeltis ruthveni,Reptilia,17.93870333,17.3389256,18.53848106,23.16547619,22.45318168,23.8777707,5.012202381,4.398650096,5.625754666,17.38988095,16.58913775,18.19062415
562,Lampropeltis herrerae,Reptilia,18.99126862,18.73618857,19.24634867,20.71228448,20.29224367,21.1323253,7.514754655,7.245589982,7.783919328,53.4801069,49.52511569,57.4350981
564,Lampropholis guichenoti,Reptilia,15.10834995,14.63771184,15.57898805,26.13816974,25.69999694,26.57634254,14.28279419,13.74968831,14.81590007,67.41403932,57.82708262,77.00099602
566,Langaha madagascariensis,Reptilia,23.50982337,22.84725918,24.17238755,31.1678402,30.48147102,31.85420937,20.9763204,20.29332475,21.65931605,240.5228762,207.4728154,273.5729371
568,Laudakia stellio,Reptilia,18.62211844,18.26422742,18.98000946,14.32703023,13.80143276,14.85262769,7.361672732,6.809652989,7.913692476,125.9815326,117.5940586,134.3690065
569,Leiocephalus personatus,Reptilia,26.18796,25.85461323,26.52130677,29.80297521,29.47490441,30.13104601,18.86896222,18.4419742,19.29595025,58.58787445,51.71081635,65.46493254
570,Leiocephalus schreibersii,Reptilia,27.04729517,26.78501314,27.30957719,30.96040189,30.66200668,31.2587971,19.47427658,19.20399621,19.74455694,34.76945643,25.95738019,43.58153267
571,Leioheterodon geayi,Reptilia,25.89827636,25.72944806,26.06710467,34.99028818,34.75128588,35.22929048,23.62532227,23.42072236,23.82992219,137.0453518,124.829191,149.2615127
572,Leioheterodon madagascariensis,Reptilia,25.52572551,24.94716548,26.10428554,31.94520837,31.46306021,32.42735652,22.64736864,22.17172281,23.12301447,342.7134027,318.7101454,366.7166601
573,Leioheterodon modestus,Reptilia,25.74695163,25.08814303,26.40576023,32.60538093,32.04541545,33.16534641,22.33393419,21.77539485,22.89247352,330.5583419,304.5361471,356.5805366
574,Leiolepis belliana,Reptilia,27.72689586,27.41135232,28.04243941,30.93128202,30.40018001,31.46238404,19.88520045,19.0409342,20.72946669,22.14619878,13.78461243,30.50778513
575,Leiolepis guttata,Reptilia,25.34217667,24.57729266,26.10706067,25.02370708,24.19423241,25.85318175,18.06536333,17.2348822,18.89584447,84.33230375,65.68587105,102.9787365
576,Leiolepis reevesii,Reptilia,24.073695,22.95338855,25.19400145,22.01151161,20.24738967,23.77563354,13.65287018,11.81762025,15.4881201,19.29049714,14.78504813,23.79594616
577,Leiopython albertisii,Reptilia,25.07844944,24.30281711,25.85408178,30.05920722,29.43347498,30.68493946,21.34224806,20.4297501,22.25474601,272.2175583,256.613413,287.8217037
579,Liasis fuscus,Reptilia,27.68479587,27.3684921,28.00109965,32.74811552,32.5353629,32.96086814,24.87344409,24.63786202,25.10902615,387.3769688,368.7807409,405.9731966
587,Lepidodactylus lugubris,Reptilia,24.81685822,24.10682808,25.52688835,28.47962455,27.7363694,29.2228797,20.28626211,19.34582528,21.22669894,159.2159506,136.5060229,181.9258782
588,Lepidophyma flavimaculatum,Reptilia,25.74053212,25.29837396,26.18269029,28.54100367,28.07544407,29.00656326,18.57179523,17.85028975,19.29330071,129.4613399,109.1762262,149.7464536
589,Lepidothyris fernandi,Reptilia,26.21143619,25.64644706,26.77642532,31.62065964,30.94009702,32.30122227,21.54682548,20.91543245,22.1782185,22.63591262,17.75686139,27.51496385
594,Leptodeira annulata,Reptilia,26.55852571,25.84694415,27.27010727,31.78949277,30.93575586,32.64322968,21.01827806,20.18230723,21.85424888,106.1518102,79.29551743,133.0081031
599,Leptophis ahaetulla,Reptilia,25.82438596,25.10738747,26.54138445,30.70467418,29.93328853,31.47605983,20.67867566,19.93616564,21.42118568,120.7446477,97.73919992,143.7500954
600,Lialis burtonis,Reptilia,21.23834291,20.25439378,22.22229203,32.68017962,31.90720903,33.45315021,20.41036898,19.57273499,21.24800296,117.3542852,90.75507408,143.9534964
601,Liasis mackloti,Reptilia,27.52313679,27.21423429,27.83203929,33.02870182,32.57149743,33.48590621,24.94794627,24.74255596,25.15333658,333.3758096,309.5996346,357.1519845
602,Liasis olivaceus,Reptilia,28.11314526,27.96338938,28.26290114,34.137783,33.57000803,34.70555797,25.28876886,25.15475384,25.42278388,327.7567437,296.887984,358.6255033
604,Limaformosa crossi,Reptilia,27.09166833,26.90062466,27.28271201,33.76145833,33.47280089,34.05011578,17.50208333,16.52481447,18.4793522,2.1875,1.304649715,3.070350285
610,Liopeltis tricolor,Reptilia,26.5158,26.18235329,26.84924671,29.87170167,29.46517563,30.2782277,22.08441,21.7662752,22.4025448,208.0732642,173.553065,242.5934633
611,Erythrolamprus epinephalus,Reptilia,19.50520012,18.23353885,20.77686139,24.58529647,23.40155925,25.7690337,13.99226763,12.59155516,15.3929801,97.60136218,75.72586877,119.4768556
612,Erythrolamprus typhlus,Reptilia,25.6032895,24.89093445,26.31564456,31.29392327,30.74612433,31.84172221,21.64226485,21.14340876,22.14112095,212.8563119,192.5650384,233.1475854
623,Lophognathus temporalis,Reptilia,27.57317249,27.3059539,27.84039108,32.81329811,32.54566743,33.08092879,24.35649664,24.07753705,24.63545622,303.2235014,281.1029476,325.3440552
625,Loxocemus bicolor,Reptilia,27.48758497,27.1353068,27.83986314,32.15742006,31.75915689,32.55568323,18.81126378,18.09081608,19.53171148,10.89018142,6.821970635,14.9583922
626,Lucasium alboguttatum,Reptilia,22.41236919,22.06772458,22.7570138,35.0251632,34.58402278,35.46630363,21.14005958,20.74823085,21.53188831,9.807117858,8.402468823,11.21176689
627,Lycodon capucinus,Reptilia,26.17218742,25.66758175,26.67679309,27.53493805,26.34871195,28.72116415,20.25410989,19.16842358,21.3397962,148.2428125,112.6215493,183.8640756
628,Lycodonomorphus inornatus,Reptilia,17.5540045,17.19143955,17.91656945,25.97118224,25.61580024,26.32656423,16.44339169,16.05959632,16.82718706,66.58949475,49.77520371,83.40378579
629,Lamprophis inornatus,Reptilia,18.06081206,17.50163827,18.61998585,26.86397197,26.36378423,27.36415971,16.65284889,16.06855053,17.23714724,141.6174555,126.6978031,156.5371078
630,Lycodonomorphus rufulus,Reptilia,17.99949401,17.57632058,18.42266745,26.71438683,26.32794986,27.1008238,16.79539803,16.33150601,17.25929005,76.13896539,58.35348709,93.92444368
631,Lycodonomorphus laevissimus,Reptilia,18.5539125,18.1460403,18.9617847,27.109018,26.8086818,27.4093542,17.0684375,16.49365485,17.64322015,155.820982,139.3427613,172.2992027
632,Lycodonomorphus whytii,Reptilia,19.64262333,19.31782936,19.96741731,24.78541667,24.38811022,25.18272311,15.77083333,15.52291547,16.01875119,227.8020833,223.7033349,231.9008318
633,Lycodonomorphus bicolor,Reptilia,27.84127625,27.64579392,28.03675858,33.30078125,33.14117618,33.46038632,24.16171875,24.0266683,24.2967692,146.7578125,142.3297948,151.1858302
634,Lycophidion capense,Reptilia,21.65051447,20.89105746,22.40997148,29.7976949,29.12545264,30.46993715,18.69829241,17.93379307,19.46279174,118.7308625,103.1513214,134.3104037
635,Lycophidion semicinctum,Reptilia,28.01569136,27.80796309,28.22341963,33.96729369,33.61601127,34.31857611,21.85179981,21.27003439,22.43356523,5.605461456,4.35434745,6.856575463
636,Lygodactylus capensis,Reptilia,18.45200803,17.89148065,19.01253541,27.32500767,26.73205765,27.91795769,17.1621298,16.62415961,17.70009999,69.23334098,53.17960535,85.28707662
637,Lygodactylus conraui,Reptilia,27.19155892,26.94809484,27.43502301,32.28110031,31.97100229,32.59119833,22.492164,22.11953657,22.86479143,21.37694503,16.73728013,26.01660993
639,Lytorhynchus diadema,Reptilia,23.92095077,23.18086886,24.66103269,21.94359191,21.03335503,22.85382879,10.20798489,9.362084949,11.05388483,22.87958313,15.09599222,30.66317404
643,Madagascarophis colubrinus,Reptilia,24.4555886,23.65909311,25.25208408,31.04055174,30.00181009,32.07929338,21.78798884,20.84361513,22.73236255,310.2198471,280.42386,340.0158342
644,Malacochersus tornieri,Reptilia,23.41623423,23.0239352,23.80853326,29.61110626,29.26924342,29.9529691,18.72524683,18.33214423,19.11834943,105.3225174,93.82173015,116.8233046
645,Malayopython reticulatus,Reptilia,27.05653069,26.69562962,27.41743175,30.04948949,29.63401748,30.46496151,22.24656083,21.66385673,22.82926493,158.0364333,126.1807185,189.8921481
648,Malayopython timoriensis,Reptilia,26.83505333,26.68203753,26.98806913,29.86639,29.7547218,29.9780582,23.50192167,23.4097518,23.59409153,372.7976333,367.3540959,378.2411708
649,Malpolon moilensis,Reptilia,25.65317403,24.75307761,26.55327045,23.24465476,22.17243523,24.31687429,11.42423426,10.26980781,12.57866071,12.39763782,9.520702523,15.27457312
